  716.4  1797.9   .404656 	1	1
  735.9   678.0   .404656	1	1
  765.7  1902.7   .407783	1	1
  788.9   767.6   .407783	1	1
 1176.0  1995.7   .435833	1	1
 1202.7   782.2   .435833	1	1
 2143.4  1469.5   .546074	1	1
 2317.9   884.8   .576960	1	1
 2275.3  2522.9   .576960	1	1
 2317.4  1455.4   .579066	1	1
