0.2420456	2.0000000
0.2516789	3.0000000
0.2534709	3.0000000
0.2562087	5.0000000
0.2891612	8.0000000
0.2942893	70.0000000
0.2979050	30.0000000
0.3033508	15.0000000
0.3093402	15.0000000
0.3243689	7.0000000
0.3293640	8.0000000
0.3307228	7.0000000
0.3350924	8.0000000
0.3376436	8.0000000
0.3388531	8.0000000
0.3476747	25.0000000
0.3478232	7.0000000
0.3491244	15.0000000
0.3491536	30.0000000
0.3509778	25.0000000
0.3514388	25.0000000
0.3545596	25.0000000
0.3545845	25.0000000
0.3559508	30.0000000
0.3561030	30.0000000
0.3576616	25.0000000
0.3581608	8.0000000
0.3582355	15.0000000
0.3588441	25.0000000
0.3622138	8.0000000
0.3639833	7.0000000
0.3718206	12.0000000
0.3729309	25.0000000
0.3737889	15.0000000
0.3765270	50.0000000
0.3766119	15.0000000
0.3770369	1.0000000
0.3770520	7.0000000
0.3780840	8.0000000
0.3803172	8.0000000
0.3809456	15.0000000
0.3850581	25.0000000
0.3868528	12.0000000
0.3925719	12.0000000
0.3928623	15.0000000
0.3932547	8.0000000
0.3946097	25.0000000
0.3948979	1.0000000
0.3979356	7.0000000
0.3994792	12.0000000
0.4013857	15.0000000
0.4033809	15.0000000
0.4035460	7.0000000
0.4042894	50.0000000
0.4044418	1.0000000
0.4052921	30.0000000
0.4072005	70.0000000
0.4072385	25.0000000
0.4076628	8.0000000
0.4079574	12.0000000
0.4082387	8.0000000
0.4103912	50.0000000
0.4131724	100.0000000
0.4156086	12.0000000
0.4158590	11.0000000
0.4164180	1.0000000
0.4179297	12.0000000
0.4181884	1.0000000
0.4190713	3.0000000
0.4191029	1.0000000
0.4198317	6.0000000
0.4200674	11.0000000
0.4218665	8.0000000
0.4222637	8.0000000
0.4226988	8.0000000
0.4228158	30.0000000
0.4237220	30.0000000
0.4251185	1.0000000
0.4259362	6.0000000
0.4266286	3.0000000
0.4266527	25.0000000
0.4272169	4.0000000
0.4277528	200.0000000
0.4282898	7.0000000
0.4300101	3.0000000
0.4300650	8.0000000
0.4309239	25.0000000
0.4331200	70.0000000
0.4332030	15.0000000
0.4333561	3.0000000
0.4335338	1.0000000
0.4345168	1.0000000
0.4348064	250.0000000
0.4352205	15.0000000
0.4362066	8.0000000
0.4367832	15.0000000
0.4370753	70.0000000
0.4371329	25.0000000
0.4375954	15.0000000
0.4379667	50.0000000
0.4385057	15.0000000
0.4400097	25.0000000
0.4400986	70.0000000
0.4426001	130.0000000
0.4430189	50.0000000
0.4430996	15.0000000
0.4433838	15.0000000
0.4439461	7.0000000
0.4448879	12.0000000
0.4474759	30.0000000
0.4481811	70.0000000
0.4510733	3.0000000
0.4522323	1.0000000
0.4530552	7.0000000
0.4545052	130.0000000
0.4564405	7.0000000
0.4579350	130.0000000
0.4589898	130.0000000
0.4609567	200.0000000
0.4637233	12.0000000
0.4657901	130.0000000
0.4721591	7.0000000
0.4726868	200.0000000
0.4732053	15.0000000
0.4735906	100.0000000
0.4764865	250.0000000
0.4806020	200.0000000
0.4847810	50.0000000
0.4865910	15.0000000
0.4879864	250.0000000
0.4889042	25.0000000
0.4904752	7.0000000
0.4933209	12.0000000
0.4965080	70.0000000
0.5009334	15.0000000
0.5017163	25.0000000
0.5062037	25.0000000
0.5090495	7.0000000
0.5141783	30.0000000
0.5145308	25.0000000
0.5165773	8.0000000
0.5187746	1.0000000
0.5216814	7.0000000
0.5495874	1.0000000
0.5558702	1.0000000
0.5606733	1.0000000
0.5650704	1.0000000
0.5888584	1.0000000
0.5912085	1.0000000
0.6032127	2.0000000
0.6043223	1.0000000
0.6059372	1.0000000
0.6114923	30.0000000
0.6172278	50.0000000
0.6243120	8.0000000
0.6384717	1.0000000
0.6416307	2.0000000
0.6483082	8.0000000
0.6638221	8.0000000
0.6639740	7.0000000
0.6643698	15.0000000
0.6666359	8.0000000
0.6677282	3.0000000
0.6684293	12.0000000
0.6752834	4.0000000
0.6861269	7.0000000
0.6871289	4.0000000
0.6937664	1.0000000
0.6965431	300.0000000
0.7030251	4.0000000
0.7067218	300.0000000
0.7068736	3.0000000
0.7107478	1.0000000
0.7125820	1.0000000
0.7147042	30.0000000
0.7206980	2.0000000
0.7272936	60.0000000
0.7311716	1.0000000
0.7316005	1.0000000
0.7353293	2.0000000
0.7372118	6.0000000
0.7380426	7.0000000
0.7383980	300.0000000
0.7392980	1.0000000
0.7435368	1.0000000
0.7503869	600.0000000
0.7514652	400.0000000
0.7635106	700.0000000
0.7723761	400.0000000
0.7724207	300.0000000
0.7948176	600.0000000
0.8006157	600.0000000
0.8014786	700.0000000
0.8103693	600.0000000
0.8115311	1000.0000000
0.8264522	300.0000000
0.8392270	1.0000000
0.8408210	400.0000000
0.8424648	600.0000000
0.8521442	400.0000000
0.8667944	130.0000000
0.8771860	7.0000000
0.8849910	5.0000000
0.9075394	1.0000000
0.9122967	1000.0000000
0.9194638	15.0000000
0.9224499	400.0000000
0.9291531	11.0000000
0.9354220	50.0000000
0.9657786	700.0000000
0.9784503	130.0000000
1.0052060	5.0000000
1.0332720	1.0000000
1.0467177	30.0000000
1.0470054	50.0000000
1.0506500	5.0000000
1.0673565	6.0000000
1.0683034	2.0000000
1.0733870	1.0000000
1.0759160	1.0000000
1.0812896	2.0000000
1.1106460	1.0000000
1.1488109	11.0000000
1.1668710	6.0000000
1.2112326	6.0000000
1.2139738	1.0000000
1.2343393	1.0000000
1.2402827	6.0000000
1.2439321	6.0000000
1.2456120	3.0000000
1.2487663	6.0000000
1.2702281	4.0000000
1.2733418	1.0000000
1.2802739	6.0000000
1.2933195	1.0000000
1.2956659	14.0000000
1.3008264	6.0000000
1.3213990	6.0000000
1.3228107	6.0000000
1.3230900	3.0000000
1.3272640	14.0000000
1.3313210	30.0000000
1.3367111	30.0000000
1.3499410	1.0000000
1.3504191	30.0000000
1.3599333	1.0000000
1.3622659	11.0000000
1.3678550	6.0000000
1.3718577	30.0000000
1.4093640	6.0000000
1.5046500	3.0000000
1.5172690	1.0000000
1.5989490	1.0000000
1.6519860	1.0000000
1.6940580	14.0000000
2.0616230	1.0000000
2.0986110	1.0000000
2.3133200	1.0000000
2.3966520	1.0000000
